date,latitude,longitude,depth,magnitude,location
2015-08-10T04:12:00,-9.3438,158.053,22,6.6,"Malango, Solomon Islands"
2015-07-27T21:41:00,-2.6286,138.528,48,7,"Abepura, Indonesia"
2015-07-27T04:49:00,52.376,-169.446,29,6.9,"Fox Islands, Aleutian Islands, Alaska"
2015-07-18T02:27:00,-10.4012,165.141,11,7,"Lata, Solomon Islands"
2015-07-16T15:16:00,13.8672,-58.5479,20,6.5,"Bathsheba, Barbados"
2015-07-10T04:12:00,-9.307,158.403,12,6.7,"Malango, Solomon Islands"
2015-06-23T12:18:00,27.7375,139.725,460,6.5,"Bonin Islands, Japan region"
2015-05-30T11:23:00,27.8386,140.493,664,7.8,"Bonin Islands, Japan region"
2015-05-29T07:00:00,56.594,-156.43,72.6,6.8,"Ugashik, Alaska"
2015-05-22T23:59:00,-11.1093,163.215,10,6.8,"Kirakira, Solomon Islands"
2015-05-22T21:45:00,-11.0559,163.696,11.19,6.9,"Kirakira, Solomon Islands"
2015-05-20T22:48:00,-10.8759,164.169,11,6.8,"Lata, Solomon Islands"
2015-05-12T21:12:00,38.9056,142.032,35,6.8,"?funato, Japan"
2015-05-12T07:05:00,27.8087,86.0655,15,7.3,Nepal
2015-05-07T07:10:00,-7.2175,154.557,10,7.1,"Panguna, Papua New Guinea"
2015-05-05T01:44:00,-5.4624,151.875,55,7.5,"Kokopo, Papua New Guinea"
2015-05-01T08:06:00,-5.2005,151.777,44,6.8,"Kokopo, Papua New Guinea"
2015-04-30T10:45:00,-5.375,151.771,31,6.7,"Kokopo, Papua New Guinea"
2015-04-26T07:09:00,27.7711,86.0173,22.91,6.7,"Kod?ri??, Nepal"
2015-04-25T06:45:00,28.2244,84.8216,10,6.6,"Bharatpur, Nepal"
2015-04-25T06:11:00,28.2305,84.7314,8.22,7.8,"Bharatpur, Nepal"
2015-04-17T15:52:00,-15.8815,-178.6,10,6.5,"Alo, Wallis and Futuna"
2015-03-30T08:48:00,-15.4994,-173.029,11,6.5,"Hihifo, Tonga"
2015-03-29T23:48:00,-4.7294,152.562,41,7.5,"Kokopo, Papua New Guinea"
2015-02-27T13:45:00,-7.2968,122.535,552.06,7,"Maumere, Indonesia"
2015-02-16T23:06:00,39.8558,142.881,23,6.7,"Miyako, Japan"
2015-02-11T18:57:00,-23.1125,-66.688,223,6.7,"El Aguilar, Argentina"
2015-01-23T03:47:00,-17.0309,168.52,219.96,6.8,"Port-Vila, Vanuatu"
2015-01-07T05:07:00,5.9045,-82.6576,8,6.5,"Punta de Burica, Panama"
2014-12-08T08:54:00,7.9401,-82.6865,20,6.6,"Punta de Burica, Panama"
2014-12-07T01:22:00,-6.5108,154.46,23,6.6,"Panguna, Papua New Guinea"
2014-12-02T05:11:00,6.1572,123.126,614,6.6,"Sangay, Philippines"
2014-11-26T14:33:00,1.9604,126.575,39,6.8,"Ternate, Indonesia"
2014-11-21T10:10:00,2.2999,127.056,35,6.5,"Tobelo, Indonesia"
2014-11-16T22:33:00,-37.6478,179.662,22,6.7,"Gisborne, New Zealand"
2014-11-15T02:31:00,1.8929,126.522,45,7.1,"Ternate, Indonesia"
2014-11-07T03:33:00,-5.9873,148.232,53.19,6.6,"Finschhafen, Papua New Guinea"
2014-11-01T18:57:00,-19.6903,-177.759,434,7.1,Fiji region
2014-10-14T03:51:00,12.5262,-88.1225,40,7.3,"Intipucá, El Salvador"
2014-09-17T06:14:00,13.7641,144.429,130,6.7,"Piti Village, Guam"
2014-08-24T23:21:00,-14.598,-73.5714,101,6.8,"Aniso, Peru"
2014-08-03T00:22:00,0.8295,146.169,13,6.9,Micronesia region
2014-07-21T14:54:00,-19.8015,-178.4,615.42,6.9,Fiji region
2014-07-11T19:22:00,37.0052,142.452,20,6.5,"Namie, Japan"
2014-07-07T11:23:00,14.724,-92.4614,53,6.9,"Puerto Madero, Mexico"
2014-07-04T15:00:00,-6.2304,152.807,20,6.5,"Kokopo, Papua New Guinea"
2014-06-29T17:15:00,-14.9831,-175.51,18,6.7,"Mata-Utu, Wallis and Futuna"
2014-06-29T07:52:00,-55.4703,-28.3669,8,6.9,South Sandwich Islands region
2014-06-23T20:53:00,51.8486,178.735,109,7.9,"Rat Islands, Aleutian Islands, Alaska"
2014-06-23T20:06:00,-29.9414,-177.607,26.59,6.7,"Kermadec Islands, New Zealand"
2014-06-23T19:21:00,-29.9379,-177.516,10,6.5,"Kermadec Islands, New Zealand"
2014-06-23T19:19:00,-29.9772,-177.725,20,6.9,"Kermadec Islands, New Zealand"
2014-05-24T09:25:00,40.2893,25.3889,6.43,6.9,"Kamariótissa, Greece"
2014-05-13T06:35:00,7.2096,-82.3045,10,6.5,"Punta de Burica, Panama"
2014-05-01T06:36:00,-21.4542,170.355,106,6.6,"Isangel, Vanuatu"
2014-04-24T03:10:00,49.6388,-127.732,10,6.5,"Vernon, Canada"
2014-04-19T13:28:00,-6.7547,155.024,43.37,7.5,"Panguna, Papua New Guinea"
2014-04-19T01:04:00,-6.6558,155.087,29,6.6,"Panguna, Papua New Guinea"
2014-04-18T14:27:00,17.397,-100.972,24,7.2,"Coyuquilla Norte, Mexico"
2014-04-13T13:24:00,-11.1284,162.052,10,6.6,"Kirakira, Solomon Islands"
2014-04-13T12:36:00,-11.4633,162.051,39,7.4,"Kirakira, Solomon Islands"
2014-04-12T20:14:00,-11.2701,162.148,22.56,7.6,"Kirakira, Solomon Islands"
2014-04-11T20:29:00,11.642,-85.8779,135,6.6,"Belén, Nicaragua"
2014-04-11T08:16:00,-6.7878,154.95,20,6.5,"Panguna, Papua New Guinea"
2014-04-11T07:07:00,-6.5858,155.048,60.53,7.1,"Panguna, Papua New Guinea"
2014-04-03T02:43:00,-20.5709,-70.4931,22.4,7.7,"Iquique, Chile"
2014-04-03T01:58:00,-20.3113,-70.5756,24.07,6.5,"Iquique, Chile"
2014-04-01T23:57:00,-19.8927,-70.9455,28.42,6.9,"Iquique, Chile"
2014-04-01T23:46:00,-19.6097,-70.7691,25,8.2,"Iquique, Chile"
2014-03-16T21:16:00,-19.9807,-70.7022,20,6.7,"Iquique, Chile"
2014-03-10T05:18:00,40.8287,-125.134,16.441,6.8,"Indianola, California"
2014-03-02T20:11:00,27.4312,127.367,119,6.5,"Nago, Japan"
2014-02-18T09:27:00,14.6682,-58.9272,14.83,6.5,"Greenland, Barbados"
2014-02-12T09:19:00,35.9053,82.5864,10,6.9,"Hotan, China"
2014-02-07T08:40:00,-15.0691,167.372,122,6.5,"Port-Olry, Vanuatu"
2014-02-02T09:26:00,-32.9076,-177.881,44.26,6.5,the Kermadec Islands
2014-01-01T16:03:00,-13.8633,167.249,187,6.5,"Sola, Vanuatu"
2013-11-23T07:48:00,-17.1171,-176.545,371,6.5,Fiji region
2013-11-17T09:04:00,-60.2738,-46.4011,10,7.7,Scotia Sea
2013-11-16T03:34:00,-60.2627,-47.0621,9.97,6.9,Scotia Sea
2013-10-31T23:03:00,-30.2921,-71.5215,27,6.6,"Coquimbo, Chile"
2013-10-25T17:10:00,37.1557,144.661,35,7.1,"off the east coast of Honshu, Japan"
2013-10-19T17:54:00,26.0913,-110.321,9.45,6.6,"Etchoropo, Mexico"
2013-10-16T10:30:00,-6.4456,154.931,35,6.8,"Panguna, Papua New Guinea"
2013-10-15T00:12:00,9.8796,124.117,19.04,7.1,"Sagbayan, Philippines"
2013-10-12T13:11:00,35.5142,23.2523,40,6.6,"Kíssamos, Greece"
2013-10-01T03:38:00,53.1995,152.786,573,6.7,Okhotsk
2013-09-30T05:55:00,-30.9255,-178.323,41.54,6.5,"Kermadec Islands, New Zealand"
2013-09-28T07:34:00,27.1825,65.5052,12,6.8,"Khuzdar, Pakistan"
2013-09-25T16:42:00,-15.8385,-74.5112,40,7.1,"Atiquipa, Peru"
2013-09-24T11:29:00,26.951,65.5009,15,7.7,"Bela, Pakistan"
2013-09-04T02:32:00,51.5573,-174.767,20,6.5,"Atka, Alaska"
2013-09-04T00:18:00,29.9377,138.833,402,6.5,"Izu Islands, Japan region"
2013-09-01T11:52:00,-7.44,128.221,112,6.5,"Lospalos, Timor Leste"
2013-08-30T16:25:00,51.537,-175.23,29,7,"Atka, Alaska"
2013-08-16T02:31:00,-41.734,174.152,8.2,6.5,"Blenheim, New Zealand"
2013-08-13T15:43:00,5.7732,-78.1999,12,6.7,"Bahía Solano, Colombia"
2013-07-21T05:09:00,-41.704,174.337,17,6.5,"Blenheim, New Zealand"
2013-07-15T14:03:00,-60.857,-25.07,11,7.3,South Sandwich Islands region
2013-07-07T20:30:00,-6.029,149.706,56,6.6,"Kandrian, Papua New Guinea"
2013-07-07T18:35:00,-3.917,153.927,385.5,7.3,"Kokopo, Papua New Guinea"
2013-06-24T22:04:00,10.701,-42.594,10,6.6,northern Mid-Atlantic Ridge
2013-06-15T17:34:00,11.763,-86.926,30,6.5,"Masachapa, Nicaragua"
2013-06-13T16:47:00,-10.004,107.236,9,6.7,"Java, Indonesia"
2013-05-24T14:56:00,52.235,151.444,624,6.7,Okhotsk
2013-05-24T05:44:00,54.892,153.221,598.1,8.3,Okhotsk
2013-05-23T17:19:00,-23.009,-177.232,173.7,7.4,"Vaini, Tonga"
2013-05-14T00:32:00,18.728,145.288,602.2,6.8,"Pagan region, Northern Mariana Islands"
2013-04-23T23:14:00,-3.898,152.127,10,6.5,"Rabaul, Papua New Guinea"
2013-04-20T00:02:00,30.308,102.888,14,6.6,"Linqiong, China"
2013-04-19T03:05:00,46.221,150.788,110,7.2,"Kuril’sk, Russia"
2013-04-16T22:55:00,-3.214,142.542,13,6.6,"Aitape, Papua New Guinea"
2013-04-16T10:44:00,28.033,61.996,80,7.7,"Kh?sh, Iran"
2013-04-14T01:32:00,-6.475,154.607,31,6.6,"Panguna, Papua New Guinea"
2013-04-06T04:42:00,-3.517,138.476,66,7,"Abepura, Indonesia"
2013-03-10T22:51:00,-6.598,148.174,28,6.5,"Finschhafen, Papua New Guinea"
2013-03-01T13:20:00,50.958,157.408,29,6.5,"Ozernovskiy, Russia"
2013-02-28T14:05:00,50.954,157.283,41,6.9,"Ozernovskiy, Russia"
2013-02-14T13:13:00,67.631,142.508,11,6.6,"Belaya Gora, Russia"
2013-02-09T21:02:00,-10.994,165.741,18,6.6,"Lata, Solomon Islands"
2013-02-09T14:16:00,1.135,-77.393,145,6.9,"Yacuanquer, Colombia"
2013-02-08T15:26:00,-10.928,166.018,21,7.1,"Lata, Solomon Islands"
2013-02-08T11:12:00,-10.838,165.969,12,6.8,"Lata, Solomon Islands"
2013-02-07T18:59:00,-10.997,165.655,11,6.7,"Lata, Solomon Islands"
2013-02-06T01:54:00,-10.499,165.588,8.8,7,"Lata, Solomon Islands"
2013-02-06T01:23:00,-11.183,164.882,10,7.1,"Lata, Solomon Islands"
2013-02-06T01:12:00,-10.799,165.114,24,8,"Lata, Solomon Islands"
2013-02-02T14:17:00,42.77,143.092,107,6.9,"Obihiro, Japan"
2013-01-30T20:15:00,-28.094,-70.653,45,6.8,"Vallenar, Chile"
2013-01-05T08:58:00,55.228,-134.859,8.7,7.5,"Edna Bay, Alaska"
2012-12-21T22:28:00,-14.344,167.286,200.7,6.7,"Sola, Vanuatu"
2012-12-10T16:53:00,-6.533,129.825,155,7.1,Banda Sea
2012-12-07T08:18:00,37.89,143.949,31,7.3,"?funato, Japan"
2012-11-11T22:14:00,14.129,-92.164,20,6.5,"Champerico, Guatemala"
2012-11-11T01:12:00,23.005,95.885,13.7,6.8,"Shwebo, Myanmar"
2012-11-07T16:35:00,13.988,-91.895,24,7.4,"Champerico, Guatemala"
2012-10-28T03:04:00,52.788,-132.101,14,7.8,"Prince Rupert, Canada"
2012-10-24T00:45:00,10.086,-85.298,17,6.5,Costa Rica
2012-10-12T00:31:00,-4.892,134.03,13,6.6,"Tual, Indonesia"
2012-09-30T16:31:00,1.929,-76.362,170,7.3,"San Agustín, Colombia"
2012-09-05T14:42:00,10.085,-85.315,35,7.6,"Hojancha, Costa Rica"
2012-08-31T12:47:00,10.811,126.638,28,7.6,"Sulangan, Philippines"
2012-08-27T04:37:00,12.139,-88.59,28,7.3,"Puerto El Triunfo, El Salvador"
2012-08-26T15:05:00,2.19,126.837,91.1,6.6,"Tobelo, Indonesia"
2012-08-14T02:59:00,49.8,145.064,583.2,7.7,"Poronaysk, Russia"
2012-07-28T20:03:00,-4.651,153.173,41,6.5,"Kokopo, Papua New Guinea"
2012-04-28T10:08:00,-18.685,-174.705,134.7,6.6,"Neiafu, Tonga"
2012-04-21T01:16:00,-1.617,134.276,16,6.7,"Manokwari, Indonesia"
2012-04-17T07:13:00,-5.462,147.117,198,6.8,"Lae, Papua New Guinea"
2012-04-17T03:50:00,-32.625,-71.365,29,6.7,"Hacienda La Calera, Chile"
2012-04-12T07:15:00,28.696,-113.104,13,7,"San Luis, Mexico"
2012-04-11T22:55:00,18.229,-102.689,20,6.5,"El Habillal, Mexico"
2012-04-11T10:43:00,0.802,92.463,25.1,8.2,off the west coast of northern Sumatra
2012-04-11T08:38:00,2.327,93.063,20,8.6,off the west coast of northern Sumatra
2012-03-25T22:37:00,-35.2,-72.217,40.7,7.1,"Constitución, Chile"
2012-03-21T22:15:00,-6.242,145.955,118,6.6,"Kainantu, Papua New Guinea"
2012-03-20T18:02:00,16.493,-98.231,20,7.4,"Santiago Llano Grande, Mexico"
2012-02-26T06:17:00,51.708,95.991,12,6.7,"Saryg-Sep, Russia"
2012-02-06T03:49:00,9.999,123.206,11,6.7,"Jimalalud, Philippines"
2012-02-02T13:34:00,-17.827,167.133,23,7.1,"Port-Vila, Vanuatu"
2012-01-10T18:36:00,2.433,93.21,19,7.2,off the west coast of northern Sumatra
2011-12-27T15:21:00,51.842,95.911,15,6.6,"Saryg-Sep, Russia"
2011-12-14T05:04:00,-7.551,146.809,135,7.1,"Wau, Papua New Guinea"
2011-12-11T01:47:00,17.986,-99.789,59,6.5,"Nuevo Balsas, Mexico"
2011-10-28T18:54:00,-14.438,-75.966,24,6.9,"Santiago, Peru"
2011-10-23T10:41:00,38.721,43.508,18,7.1,"Van, Turkey"
2011-10-14T03:35:00,-6.57,147.881,37,6.5,"Finschhafen, Papua New Guinea"
2011-09-18T12:40:00,27.73,88.155,50,6.9,"Mangan, India"
2011-09-16T19:26:00,40.273,142.779,30,6.7,"Miyako, Japan"
2011-09-05T17:55:00,2.965,97.893,91,6.7,"Kabanjahe, Indonesia"
2011-09-03T22:55:00,-20.671,169.716,185.1,7,"Isangel, Vanuatu"
2011-08-24T17:46:00,-7.641,-74.525,147,7,"Contamana, Peru"
2011-08-20T18:19:00,-18.311,168.218,28,7.1,"Port-Vila, Vanuatu"
2011-08-20T17:13:00,-18.308,168.156,35,6.5,"Port-Vila, Vanuatu"
2011-08-20T16:55:00,-18.365,168.143,32,7.2,"Port-Vila, Vanuatu"
2011-07-31T23:38:00,-3.518,144.828,10,6.6,"Angoram, Papua New Guinea"
2011-07-06T19:03:00,-29.539,-176.34,17,7.6,Kermadec Islands region
2011-06-22T21:50:00,39.955,142.205,33,6.7,"Miyako, Japan"
2011-05-10T08:55:00,-20.244,168.226,11,6.8,"Wé, New Caledonia"
2011-04-23T04:16:00,-10.375,161.2,79,6.8,"Kirakira, Solomon Islands"
2011-04-11T08:16:00,37.001,140.401,11,6.6,"Ishikawa, Japan"
2011-04-07T14:32:00,38.276,141.588,42,7.1,"Ishinomaki, Japan"
2011-04-07T13:11:00,17.208,-94.338,166.2,6.6,"Helio García Alfaro, Mexico"
2011-03-24T13:55:00,20.687,99.822,8,6.9,"Tachilek, Myanmar"
2011-03-11T11:36:00,39.241,142.463,25.7,6.6,"?tsuchi, Japan"
2011-03-11T08:19:00,36.166,141.562,6.8,6.5,"Hasaki, Japan"
2011-03-11T06:25:00,38.058,144.59,18.6,7.7,"Kamaishi, Japan"
2011-03-11T06:15:00,36.281,141.111,42.6,7.9,"?arai, Japan"
2011-03-11T05:46:00,38.297,142.373,29,9.1,"2011 Great Tohoku Earthquake, Japan"
2011-03-09T02:45:00,38.435,142.842,32,7.3,"?funato, Japan"
2011-02-14T03:40:00,-35.38,-72.834,21,6.7,"Constitución, Chile"
2011-02-11T20:05:00,-36.422,-72.96,26,6.9,"Tomé, Chile"
2011-01-18T20:23:00,28.777,63.951,68,7.2,"Dalbandin, Pakistan"
2011-01-13T16:16:00,-20.628,168.471,9,7,"Tadine, New Caledonia"
2011-01-02T20:20:00,-38.355,-73.326,24,7.2,"Carahue, Chile"
2010-12-25T13:16:00,-19.702,167.947,16,7.3,"Isangel, Vanuatu"
2010-12-20T18:41:00,28.412,59.18,12,6.7,"Bam, Iran"
2010-12-02T03:12:00,-6.001,149.977,33,6.6,"Kandrian, Papua New Guinea"
2010-10-25T14:42:00,-3.487,100.082,20.1,7.8,"Sungai Penuh, Indonesia"
2010-10-21T17:53:00,24.696,-109.156,13,6.7,"El Huitusi, Mexico"
2010-09-29T17:11:00,-4.963,133.76,26,7,"Papua, Indonesia"
2010-09-03T16:35:00,-43.522,171.83,12,7,"Methven, New Zealand"
2010-08-12T11:54:00,-1.266,-77.306,206.7,7.1,Ecuador
2010-08-10T05:23:00,-17.541,168.069,25,7.3,"Port-Vila, Vanuatu"
2010-08-04T22:01:00,-5.746,150.765,44,7,"Kimbe, Papua New Guinea"
2010-08-04T07:15:00,-5.486,146.822,220,6.5,"Madang, Papua New Guinea"
2010-07-23T22:51:00,6.497,123.48,578,7.6,"Bantogon, Philippines"
2010-07-18T13:34:00,-5.931,150.59,35,7.3,"New Britain region, Papua New Guinea"
2010-07-18T13:04:00,-5.966,150.428,28,6.9,"Kimbe, Papua New Guinea"
2010-07-14T08:32:00,-38.067,-73.31,22,6.6,"Cañete, Chile"
2010-06-26T05:30:00,-10.627,161.447,35,6.7,"Kirakira, Solomon Islands"
2010-06-16T03:58:00,-2.329,136.484,10.5,6.6,"Biak, Indonesia"
2010-06-16T03:16:00,-2.174,136.543,18,7,"Biak, Indonesia"
2010-06-12T19:26:00,7.881,91.936,35,7.5,"Nicobar Islands, India region"
2010-05-27T17:14:00,-13.698,166.643,31,7.2,"Sola, Vanuatu"
2010-05-09T05:59:00,3.748,96.018,38,7.2,"Meulaboh, Indonesia"
2010-04-13T23:49:00,33.165,96.548,17,6.9,"Qamdo, China"
2010-04-11T09:40:00,-10.878,161.116,21,6.9,"Kirakira, Solomon Islands"
2010-04-06T22:15:00,2.383,97.048,31,7.8,"Sinabang, Indonesia"
2010-04-04T22:40:00,32.2862,-115.295,9.987,7.2,"Delta, B.C., MX"
2010-03-30T16:54:00,13.667,92.831,34,6.6,"Bamboo Flat, India"
2010-03-16T02:21:00,-36.217,-73.257,18,6.7,"Tomé, Chile"
2010-03-14T08:08:00,37.745,141.59,32,6.5,"Namie, Japan"
2010-03-11T14:55:00,-34.326,-71.799,18,7,"Santa Cruz, Chile"
2010-03-11T14:39:00,-34.29,-71.891,11,6.9,"Santa Cruz, Chile"
2010-03-05T16:07:00,-3.762,100.991,26,6.8,"Bengkulu, Indonesia"
2010-03-05T11:47:00,-36.665,-73.374,18,6.6,"Talcahuano, Chile"
2010-03-04T14:02:00,-13.571,167.227,176,6.5,"Sola, Vanuatu"
2010-02-27T08:01:00,-37.773,-75.048,35,7.4,"Lebu, Chile"
2010-02-27T06:34:00,-36.122,-72.898,22.9,8.8,"Quirihue, Chile"
2010-02-26T20:31:00,25.93,128.425,25,7,"Katsuren-haebaru, Japan"
2010-01-12T21:53:00,18.443,-72.571,13,7,"Léogâne, Haiti"
2010-01-10T00:27:00,40.652,-124.692,28.737,6.5,"Ferndale, California"
2010-01-05T12:15:00,-9.019,157.551,15.4,6.8,"Gizo, Solomon Islands"
2010-01-03T22:36:00,-8.783,157.354,10,7.1,"Gizo, Solomon Islands"
2010-01-03T21:48:00,-8.726,157.487,10,6.6,"Gizo, Solomon Islands"
2009-11-13T03:05:00,-19.394,-70.321,27,6.5,"Iquique, Chile"
2009-11-09T10:44:00,-17.239,178.331,595,7.3,"Ba, Fiji"
2009-11-08T19:41:00,-8.207,118.631,18,6.6,"Bima, Indonesia"
2009-10-30T07:03:00,29.218,129.782,34,6.8,"Naze, Japan"
2009-10-24T14:40:00,-6.133,130.385,130,6.9,"Tual, Indonesia"
2009-10-08T08:28:00,-13.298,165.91,35,6.8,"Sola, Vanuatu"
2009-10-07T23:13:00,-13.093,166.497,31.1,7.4,"Sola, Vanuatu"
2009-10-07T22:18:00,-12.517,166.382,35,7.8,"Sola, Vanuatu"
2009-10-07T22:03:00,-13.006,166.51,45,7.7,"Sola, Vanuatu"
2009-10-01T01:52:00,-2.482,101.524,9,6.6,"Sungai Penuh, Indonesia"
2009-09-30T10:16:00,-0.72,99.867,81,7.6,"Pariaman, Indonesia"
2009-09-29T17:48:00,-15.489,-172.095,18,8.1,"Matavai, Samoa"
2009-09-02T07:55:00,-7.782,107.297,46,7,"Banjar, Indonesia"
2009-08-16T07:38:00,-1.479,99.49,20,6.7,"Padang, Indonesia"
2009-08-12T22:48:00,32.821,140.395,53,6.6,"Tateyama, Japan"
2009-08-10T19:55:00,14.099,92.902,24,7.5,"Bamboo Flat, India"
2009-08-09T10:55:00,33.167,137.944,292,7.1,"?yama, Japan"
2009-08-03T17:59:00,29.039,-112.903,10,6.9,"Bahía de Kino, Mexico"
2009-07-15T09:22:00,-45.762,166.562,12,7.8,"Te Anau, New Zealand"
2009-06-23T14:19:00,-5.157,153.782,64,6.7,"Kokopo, Papua New Guinea"
2009-05-28T08:24:00,16.731,-86.217,19,7.3,"Guanaja, Honduras"
2009-03-19T18:17:00,-23.043,-174.66,31,7.6,"‘Ohonua, Tonga"
2009-02-11T17:34:00,3.886,126.387,20,7.2,"Sarangani, Philippines"
2009-01-03T22:33:00,-0.691,133.305,23,7.4,"Manokwari, Indonesia"
2009-01-03T20:23:00,36.419,70.743,204.8,6.6,"Jurm, Afghanistan"
2009-01-03T19:43:00,-0.414,132.885,17,7.7,"Manokwari, Indonesia"
2008-11-16T17:02:00,1.271,122.091,30,7.4,"Gorontalo, Indonesia"
2008-10-16T19:41:00,14.423,-92.364,24,6.7,"Brisas Barra de Suchiate, Mexico"
2008-10-05T15:52:00,39.533,73.824,27.4,6.7,"Nookat, Kyrgyzstan"
2008-09-11T00:20:00,41.892,143.754,25,6.8,"Obihiro, Japan"
2008-09-11T00:00:00,1.885,127.363,96,6.6,"Tobelo, Indonesia"
2008-09-08T18:52:00,-13.501,166.967,110,6.9,"Sola, Vanuatu"
2008-08-25T13:21:00,30.901,83.52,12,6.7,"Jumla, Nepal"
2008-07-23T15:26:00,39.802,141.464,108,6.8,"Morioka, Japan"
2008-07-19T02:39:00,37.552,142.214,22,7,"Namie, Japan"
2008-07-19T02:39:00,37.55,142.714,25.5,6.9,"Namie, Japan"
2008-06-27T11:40:00,11.005,91.824,17,6.6,"Bamboo Flat, India"
2008-06-13T23:43:00,39.03,140.881,7.8,6.9,"Mizusawa, Japan"
2008-05-12T06:28:00,31.002,103.322,19,7.9,"Tianpeng, China"
2008-05-07T16:45:00,36.164,141.526,27,6.9,"Hasaki, Japan"
2008-04-09T12:46:00,-20.071,168.892,33,7.3,"Isangel, Vanuatu"
2008-03-20T22:32:00,35.49,81.467,10,7.2,"Hotan, China"
2008-03-03T14:11:00,13.351,125.63,24,6.9,Philippine Islands region
2008-02-25T21:02:00,-2.245,99.808,25,6.7,"Padang, Indonesia"
2008-02-25T18:06:00,-2.332,99.891,25,6.6,"Padang, Indonesia"
2008-02-25T08:36:00,-2.486,99.972,25,7.2,"Sungai Penuh, Indonesia"
2008-02-24T14:46:00,-2.405,99.931,22,6.5,"Sungai Penuh, Indonesia"
2008-02-20T08:08:00,2.768,95.964,26,7.4,"Sinabang, Indonesia"
2008-02-14T12:08:00,36.345,21.863,28,6.5,"Koróni, Greece"
2008-02-14T10:09:00,36.501,21.67,29,6.9,"Methóni, Greece"
2008-02-12T12:50:00,16.357,-94.304,83,6.5,"General Pascual Fentes, Mexico"
2007-12-20T07:55:00,-39.011,178.291,20,6.6,"Gisborne, New Zealand"
2007-12-16T08:09:00,-22.954,-70.182,45,6.7,Ant
2007-11-29T19:00:00,14.944,-61.274,156,7.4,"Basse-Pointe, Martinique"
2007-11-27T11:49:00,-10.95,162.149,16,6.6,"Kirakira, Solomon Islands"
2007-11-25T19:53:00,-8.224,118.467,18,6.5,"Dompu, Indonesia"
2007-11-25T16:02:00,-8.292,118.37,20,6.5,"Dompu, Indonesia"
2007-11-22T08:48:00,-5.757,147.098,53,6.8,"Lae, Papua New Guinea"
2007-11-16T03:13:00,-2.312,-77.838,122.9,6.8,"Macas, Ecuador"
2007-11-15T15:05:00,-22.925,-70.237,26,6.8,Ant
2007-11-14T15:40:00,-22.247,-69.89,40,7.7,"Tocopilla, Chile"
2007-10-24T21:02:00,-3.899,101.02,21,6.8,"Bengkulu, Indonesia"
2007-10-15T12:29:00,-44.796,167.553,18,6.8,"Te Anau, New Zealand"
2007-09-26T12:36:00,-4.99,153.5,40,6.8,"Kokopo, Papua New Guinea"
2007-09-20T08:31:00,-1.999,100.141,30,6.7,"Padang, Indonesia"
2007-09-13T03:35:00,-2.13,99.627,22,7,"Padang, Indonesia"
2007-09-13T02:30:00,-1.689,99.668,28.9,6.5,"Kepulauan Mentawai region, Indonesia"
2007-09-12T23:49:00,-2.625,100.841,35,7.9,"Sungai Penuh, Indonesia"
2007-09-12T23:49:00,-2.52,100.139,40.5,7.8,"Sungai Penuh, Indonesia"
2007-09-12T11:10:00,-4.438,101.367,34,8.4,"Bengkulu, Indonesia"
2007-09-10T01:49:00,2.966,-77.963,15,6.8,"Timbiquí, Colombia"
2007-09-02T01:05:00,-11.61,165.762,35,7.2,"Lata, Solomon Islands"
2007-08-16T08:39:00,-9.834,159.465,15,6.5,"Malango, Solomon Islands"
2007-08-15T23:40:00,-13.386,-76.603,39,8,"San Vicente de Cañete, Peru"
2007-08-08T17:05:00,-5.859,107.419,280,7.5,"Rengasdengklok, Indonesia"
2007-08-01T17:08:00,-15.595,167.68,120,7.2,"Luganville, Vanuatu"
2007-07-26T05:40:00,2.872,127.464,25,6.9,"Tobelo, Indonesia"
2007-07-16T14:17:00,36.808,134.85,350.4,6.8,"Mikuni, Japan"
2007-07-16T01:13:00,37.535,138.446,12,6.6,"Kashiwazaki, Japan"
2007-06-13T19:29:00,13.554,-90.618,23,6.7,"Iztapa, Guatemala"
2007-04-01T21:11:00,-7.306,155.741,10,6.9,"Panguna, Papua New Guinea"
2007-04-01T20:47:00,-7.169,155.777,10,6.6,"Panguna, Papua New Guinea"
2007-04-01T20:39:00,-8.466,157.043,24,8.1,"Gizo, Solomon Islands"
2007-03-25T00:41:00,37.336,136.588,8,6.7,"Nanao, Japan"
2007-03-25T00:40:00,-20.617,169.357,34,7.1,"Isangel, Vanuatu"
2007-02-20T08:04:00,-1.034,126.976,12,6.7,S
2007-01-21T11:27:00,1.065,126.282,22,7.5,"Ternate, Indonesia"
2007-01-13T04:23:00,46.243,154.524,10,8.1,the Kuril Islands
2006-12-26T12:34:00,21.974,120.493,10,6.9,"Hengchun, Taiwan"
2006-12-26T12:26:00,21.799,120.547,10,7.1,"Hengchun, Taiwan"
2006-11-15T11:14:00,46.592,153.266,10,8.3,Kuril Islands
2006-11-07T17:38:00,-6.482,151.195,11,6.6,"Kimbe, Papua New Guinea"
2006-10-20T10:48:00,-13.457,-76.677,23,6.7,"San Vicente de Cañete, Peru"
2006-10-17T01:25:00,-5.881,150.982,32,6.7,"Kimbe, Papua New Guinea"
2006-10-15T17:07:00,19.877,-155.935,38.182,6.7,"Puako, Hawaii"
2006-09-28T06:22:00,-16.592,-172.033,28,6.9,"Hihifo, Tonga"
2006-09-01T10:18:00,-6.759,155.512,38,6.8,"Panguna, Papua New Guinea"
